Age,Gender,Education Level,Job Title,Years of Experience,Salary
30,Female,Master's,Data Engineer,2,108746.53
26,Female,High School,Content Writer,0,25623.75
41,Male,Master's,Customer Service Manager,1,66569.4
57,Male,PhD,Full Stack Developer,15,160995.35
19,Male,High School,Account Manager,1,25000
33,Male,Bachelor's,Backend Developer,2,75783.41
31,Male,PhD,Research Scientist,2,115515.1
36,Male,Master's,UX Designer,10,111848.05
34,Female,Master's,Data Engineer,9,102992.87
30,Male,High School,Data Analyst,6,58251.42
39,Male,Bachelor's,Frontend Developer,2,80930.16
26,Female,High School,Sales Manager,3,34106.42
27,Female,High School,Product Manager,4,42200.59
53,Male,Master's,Operations Manager,18,126862.46
23,Male,High School,Sales Manager,5,47791.9
25,Male,Master's,HR Manager,0,69248.18
41,Male,Bachelor's,Project Manager,6,68727.18
30,Female,High School,Sales Manager,11,62381.78
42,Male,PhD,Business Analyst,13,142402.34
33,Female,Bachelor's,Customer Service Manager,4,53477.69
47,Female,Master's,Content Writer,11,88805.16
24,Female,Bachelor's,Marketing Manager,2,60152.97
50,Female,PhD,HR Manager,20,143700.33
56,Male,Master's,Data Engineer,17,137156.18
44,Male,PhD,Data Engineer,1,115133.49
52,Female,Bachelor's,Operations Manager,4,63188.04
28,Female,High School,Software Engineer,1,57239.87
48,Female,Bachelor's,UX Designer,15,93049.68
43,Female,Master's,Research Scientist,5,99554.78
23,Female,Bachelor's,Operations Manager,1,52657.17
58,Male,PhD,Business Analyst,26,160823.08
45,Female,Master's,Project Manager,15,137817.97
54,Female,Bachelor's,Backend Developer,6,88340.27
60,Male,Master's,Sales Manager,25,123216.81
30,Female,Bachelor's,Data Scientist,2,77864.46
27,Female,High School,Frontend Developer,2,38192.57
34,Female,Bachelor's,Project Manager,2,70904.06
23,Male,High School,Backend Developer,1,51307.49
24,Male,Master's,DevOps Engineer,0,100717.03
33,Male,High School,Full Stack Developer,12,68098.86
28,Male,Bachelor's,UX Designer,3,52095.09
47,Female,Bachelor's,Project Manager,24,125999.58
53,Male,PhD,DevOps Engineer,17,154272.86
65,Male,PhD,Account Manager,1,95305.28
45,Male,Master's,Account Manager,16,116521.19
32,Male,PhD,Full Stack Developer,1,128093.95
33,Female,PhD,Content Writer,2,86097.81
49,Female,Bachelor's,Project Manager,4,59252.57
26,Male,High School,Sales Manager,6,61440.18
61,Female,PhD,Data Analyst,6,112109.13
28,Female,PhD,Marketing Manager,0,115188.41
57,Female,PhD,Content Writer,0,83852.86
27,Female,High School,Supply Chain Manager,6,49729.57
32,Female,High School,Network Engineer,8,53122.41
31,Female,Master's,Research Scientist,2,96195.69
33,Male,PhD,UX Designer,1,114136.45
36,Female,Master's,Backend Developer,8,109738.78
32,Male,High School,Product Manager,4,59745.62
29,Female,High School,UX Designer,4,40193.8
25,Male,Master's,Project Manager,1,84064.11
43,Male,Master's,DevOps Engineer,1,101177.47
35,Male,High School,Sales Manager,12,69830.25
53,Female,Bachelor's,DevOps Engineer,27,140796.84
43,Male,PhD,Data Analyst,14,138465.32
30,Male,High School,UX Designer,8,58731.54
51,Male,Master's,Sales Manager,12,114616.92
31,Male,High School,Operations Manager,1,37358.34
43,Male,Master's,Customer Service Manager,19,113595.25
41,Female,PhD,Business Analyst,12,122367.32
39,Male,Bachelor's,Account Manager,16,88181.75
41,Female,Master's,HR Manager,0,78007.99
31,Male,High School,Business Analyst,10,60593.27
30,Male,Master's,Software Engineer,1,110754.21
38,Female,Master's,Supply Chain Manager,1,77709.12
49,Female,PhD,Full Stack Developer,17,151439.27
28,Female,High School,DevOps Engineer,5,60022.77
41,Male,PhD,Graphic Designer,8,101379.45
44,Male,PhD,Graphic Designer,12,128065.09
63,Male,PhD,HR Manager,22,133219.17
43,Female,Master's,Frontend Developer,9,107854.74
44,Female,Bachelor's,Backend Developer,18,112006.48
27,Female,High School,Financial Analyst,8,53211.52
35,Female,PhD,HR Manager,1,104513.37
29,Male,Bachelor's,Sales Manager,4,70191.85
63,Female,PhD,Network Engineer,26,151305.77
48,Female,Bachelor's,UX Designer,19,106699.58
56,Male,Master's,Machine Learning Engineer,25,156308.11
57,Female,PhD,Sales Manager,9,126692.21
24,Female,Master's,Content Writer,0,57698.14
28,Female,Bachelor's,Backend Developer,3,66630.34
30,Male,Bachelor's,Account Manager,8,78329.94
29,Male,PhD,Sales Manager,1,94053.37
29,Female,High School,Research Scientist,0,38186.52
32,Female,Bachelor's,Supply Chain Manager,7,78753.42
42,Female,Bachelor's,Data Analyst,4,66981.14
24,Female,High School,Frontend Developer,4,50588.47
33,Male,Bachelor's,Account Manager,7,80622.65
34,Female,Master's,Supply Chain Manager,3,87164.26
31,Female,High School,Machine Learning Engineer,13,81280.35
31,Male,High School,Customer Service Manager,4,41670.55
32,Male,High School,Project Manager,7,44614.54
30,Female,PhD,Customer Service Manager,1,93367.28
55,Male,PhD,Product Manager,25,176284.92
38,Male,Bachelor's,DevOps Engineer,3,72774.29
52,Female,Bachelor's,Product Manager,6,87544.0
28,Female,Master's,Network Engineer,3,93955.59
52,Female,Master's,Customer Service Manager,10,94954.76
60,Male,Master's,Network Engineer,17,134942.97
25,Female,High School,Customer Service Manager,5,49738.03
43,Female,Master's,Full Stack Developer,5,107248.91
30,Female,Bachelor's,Machine Learning Engineer,2,70354.47
38,Male,Master's,Operations Manager,0,75288.07
47,Female,Master's,Full Stack Developer,23,165017.6
44,Male,Bachelor's,Operations Manager,20,111926.48
48,Male,Master's,Data Engineer,15,125695.48
39,Female,PhD,Software Engineer,7,139569.6
41,Male,Bachelor's,Marketing Manager,6,72946.02
31,Female,Master's,Full Stack Developer,3,87907.01
34,Male,High School,DevOps Engineer,7,67466.47
30,Male,High School,UX Designer,10,55389.68
19,Male,High School,Financial Analyst,1,42453.4
35,Male,Master's,Financial Analyst,11,110481.32
26,Female,High School,Data Analyst,8,50298.88
26,Female,Bachelor's,Data Scientist,1,78320.27
57,Male,PhD,UX Designer,3,113023.0
24,Male,High School,Frontend Developer,3,52343.66
53,Male,Bachelor's,Operations Manager,19,107904.19
35,Male,PhD,Operations Manager,7,121041.18
28,Female,PhD,Account Manager,0,79876.5
55,Female,Master's,Data Engineer,11,114750.14
40,Female,Master's,Business Analyst,7,96935.38
52,Male,Master's,Full Stack Developer,3,121912.43
59,Male,PhD,Data Analyst,10,130192.94
47,Female,PhD,UX Designer,3,100806.17
34,Male,Bachelor's,Network Engineer,12,85668.38
35,Female,Bachelor's,UX Designer,4,68681.01
37,Male,Master's,UX Designer,9,92258.26
34,Female,Bachelor's,Sales Manager,12,94334.9
42,Female,Bachelor's,Content Writer,16,75213.34
45,Female,PhD,Full Stack Developer,7,154898.91
33,Female,Master's,Supply Chain Manager,4,82665.81
44,Female,Master's,Backend Developer,14,116239.73
30,Female,High School,DevOps Engineer,0,40245.51
51,Female,Bachelor's,Software Engineer,24,133744.66
42,Male,Master's,UX Designer,11,101363.44
52,Male,PhD,HR Manager,10,113629.16
30,Male,Master's,Sales Manager,0,72948.9
54,Female,Master's,Data Scientist,30,177800.88
43,Female,PhD,Data Scientist,8,140447.57
19,Female,High School,Research Scientist,1,32125.6
33,Male,High School,UX Designer,4,60019.19
37,Female,PhD,Operations Manager,2,105811.24
42,Female,Bachelor's,Research Scientist,18,114265.77
25,Male,Master's,Customer Service Manager,0,62082.2
52,Male,Master's,Sales Manager,23,129508.22
53,Female,Master's,DevOps Engineer,7,109001.95
40,Male,Master's,Product Manager,0,104187.52
55,Female,PhD,Data Scientist,12,159635.05
25,Male,Master's,Data Engineer,1,93792.22
58,Female,Master's,Operations Manager,31,154752.24
20,Male,High School,Research Scientist,2,49578.48
54,Female,Bachelor's,Account Manager,5,61694.02
31,Female,High School,Frontend Developer,13,68534.12
37,Male,PhD,Sales Manager,5,107885.19
29,Female,PhD,Software Engineer,1,120160.69
29,Male,PhD,UX Designer,0,94195.25
42,Female,Bachelor's,Content Writer,17,89236.42
44,Male,Bachelor's,HR Manager,22,110782.56
28,Male,Bachelor's,Network Engineer,0,57870.7
44,Female,Bachelor's,UX Designer,2,73307.55
41,Female,Bachelor's,Business Analyst,5,65157.1
35,Female,Bachelor's,Software Engineer,12,112637.9
35,Male,PhD,Frontend Developer,6,137259.69
46,Female,Bachelor's,Frontend Developer,1,61374.93
65,Male,PhD,Sales Manager,7,120463.32
23,Male,High School,Full Stack Developer,1,47557.11
50,Male,Master's,Data Analyst,6,89976.23
54,Male,Master's,Frontend Developer,8,114032.48
53,Female,PhD,DevOps Engineer,3,131792.21
28,Female,Master's,Financial Analyst,3,97110.6
58,Female,PhD,Supply Chain Manager,0,99743.8
26,Male,Master's,Sales Manager,0,74903.74
30,Male,Bachelor's,Data Scientist,7,90097.63
40,Female,Bachelor's,Sales Manager,11,80918.01
33,Male,Bachelor's,Sales Manager,5,72658.57
33,Female,High School,Machine Learning Engineer,6,51639.36
44,Male,Master's,UX Designer,0,66340.72
33,Male,High School,Backend Developer,1,53703.37
32,Male,Bachelor's,DevOps Engineer,1,76241.76
27,Male,Bachelor's,Product Manager,3,85018.19
62,Male,PhD,Account Manager,28,158504.78
27,Female,High School,Business Analyst,7,62350.48
30,Female,Master's,Supply Chain Manager,3,94682.8
30,Male,Bachelor's,Marketing Manager,3,68506.96
30,Male,High School,Financial Analyst,4,53524.26
38,Female,Bachelor's,UX Designer,5,68059.23
32,Female,Master's,DevOps Engineer,5,101363.87
24,Female,Bachelor's,Content Writer,2,54072.85
22,Male,Bachelor's,Financial Analyst,0,64828.72
47,Male,Bachelor's,Operations Manager,10,67067.66
47,Male,Bachelor's,Frontend Developer,14,100153.47
58,Male,Master's,Supply Chain Manager,28,146244.31
45,Female,Master's,UX Designer,5,104704.15
63,Male,PhD,Graphic Designer,29,166405.14
28,Female,Master's,Content Writer,2,54333.22
35,Male,High School,Financial Analyst,4,65128.04
35,Male,High School,DevOps Engineer,9,65651.97
52,Male,Master's,Data Engineer,13,132337.45
31,Male,Bachelor's,HR Manager,3,76007.63
57,Male,Master's,Research Scientist,9,108735.32
45,Male,Bachelor's,Graphic Designer,5,66399.13
36,Male,Bachelor's,Research Scientist,13,108757.5
39,Female,Bachelor's,Project Manager,1,59101.31
61,Female,PhD,Frontend Developer,26,168663.87
24,Female,Master's,Customer Service Manager,0,75258.44
37,Male,Master's,Data Scientist,11,128892.86
38,Female,PhD,Sales Manager,3,102853.4
53,Male,PhD,Financial Analyst,18,155796.44
32,Male,Master's,Supply Chain Manager,6,91109.78
35,Male,Bachelor's,Graphic Designer,7,65864.47
34,Male,High School,Network Engineer,9,69784.85
42,Female,PhD,Project Manager,10,133879.18
37,Female,PhD,Business Analyst,1,93273.95
30,Male,High School,Content Writer,4,27624.07
46,Male,PhD,Data Analyst,7,124215.08
39,Female,Master's,Backend Developer,15,134785.35
41,Female,Master's,Backend Developer,8,115064.43
46,Male,Master's,Product Manager,2,96630.36
42,Female,PhD,Graphic Designer,9,99023.2
30,Female,Master's,Research Scientist,6,96902.56
30,Male,PhD,Operations Manager,2,98334.2
21,Male,High School,DevOps Engineer,0,34484.71
53,Male,PhD,DevOps Engineer,22,172433.29
57,Male,PhD,Machine Learning Engineer,18,182349.2
29,Male,PhD,Software Engineer,0,113122.16
30,Female,Master's,Software Engineer,2,100457.44
46,Female,Master's,DevOps Engineer,21,134567.12
39,Male,Bachelor's,UX Designer,14,69043.63
34,Female,Master's,Supply Chain Manager,3,92622.66
50,Female,PhD,Data Analyst,5,111436.86
42,Male,Bachelor's,Supply Chain Manager,9,89825.81
30,Female,High School,Content Writer,5,43566.64
55,Female,Master's,Frontend Developer,22,148484.79
34,Female,Master's,Software Engineer,2,110576.93
59,Male,Master's,Machine Learning Engineer,34,196809.36
24,Male,High School,Customer Service Manager,0,25000
44,Female,PhD,Research Scientist,4,114544.42
49,Female,Master's,Product Manager,4,111092.41
60,Female,Master's,Financial Analyst,5,87947.35
30,Male,PhD,Graphic Designer,0,87347.16
36,Male,Bachelor's,Frontend Developer,3,70664.95
31,Female,Bachelor's,Financial Analyst,0,78653.93
56,Male,PhD,Backend Developer,13,147765.17
55,Female,Bachelor's,Supply Chain Manager,25,119219.62
40,Female,Master's,DevOps Engineer,13,144244.75
42,Female,Bachelor's,Data Analyst,17,107151.59
30,Female,Bachelor's,Research Scientist,1,67380.81
30,Male,Master's,Supply Chain Manager,6,86536.78
51,Male,Bachelor's,Frontend Developer,8,93398.71
59,Male,PhD,Sales Manager,27,175893.26
29,Male,High School,Data Analyst,7,57208.8
28,Female,Master's,Supply Chain Manager,2,94384.8
36,Male,PhD,Graphic Designer,6,102361.37
47,Female,PhD,UX Designer,17,143815.4
37,Female,PhD,Software Engineer,8,157731.94
29,Male,High School,Network Engineer,9,73674.59
38,Male,PhD,Account Manager,3,96184.96
33,Female,Bachelor's,Supply Chain Manager,0,60276.96
64,Female,PhD,Machine Learning Engineer,24,195358.08
36,Male,PhD,Product Manager,5,129374.58
44,Male,PhD,Sales Manager,15,141884.76
49,Male,Master's,DevOps Engineer,6,123781.25
52,Male,Master's,Data Engineer,24,152729.08
25,Male,Master's,Graphic Designer,0,64103.6
18,Female,High School,Project Manager,0,41976.43
29,Male,High School,HR Manager,1,31352.95
44,Male,Bachelor's,Account Manager,3,52645.28
60,Female,Master's,Customer Service Manager,11,99051.43
50,Male,Bachelor's,Research Scientist,0,54670.17
27,Male,High School,DevOps Engineer,4,51135.77
28,Male,Bachelor's,Account Manager,3,49997.5
43,Female,Bachelor's,Frontend Developer,14,109413.23
28,Female,High School,Marketing Manager,3,41902.46
53,Female,Bachelor's,Data Scientist,12,93028.97
65,Male,PhD,Graphic Designer,6,114358.94
57,Female,Master's,Network Engineer,33,163617.61
32,Male,Master's,Project Manager,7,98460.48
53,Female,PhD,Data Analyst,13,127716.17
59,Female,Master's,Project Manager,30,158056.84
46,Male,PhD,HR Manager,1,103973.37
42,Male,Bachelor's,Data Scientist,1,74500.9
48,Female,Master's,Research Scientist,6,119142.35
60,Female,PhD,Graphic Designer,11,117835.58
24,Female,High School,Sales Manager,0,46599.67
24,Male,High School,Operations Manager,3,36344.29
19,Male,High School,Customer Service Manager,1,37184.23
43,Female,Bachelor's,Financial Analyst,5,80174.0
49,Male,Master's,Marketing Manager,1,75923.82
51,Female,Master's,HR Manager,21,121013.92
50,Male,Master's,Backend Developer,22,152220.95
53,Male,Bachelor's,Content Writer,16,77032.19
30,Female,PhD,Marketing Manager,2,106544.95
21,Female,High School,Data Analyst,1,36146.16
42,Female,Bachelor's,Graphic Designer,5,59312.31
58,Female,Master's,Operations Manager,18,111717.66
30,Male,Master's,Machine Learning Engineer,6,127341.02
35,Male,High School,Marketing Manager,15,61104.64
33,Male,High School,Product Manager,15,83275.09
27,Male,Bachelor's,Financial Analyst,5,90752.04
51,Male,PhD,Frontend Developer,14,142350.7
35,Female,Bachelor's,Data Scientist,11,100424.02
22,Female,High School,Sales Manager,2,38599.75
30,Male,High School,Project Manager,6,57829.23
25,Male,High School,UX Designer,2,37051.59
32,Female,PhD,Research Scientist,1,109296.94
31,Female,Bachelor's,Data Scientist,8,96496.16
23,Female,High School,DevOps Engineer,5,59890.89
22,Male,High School,Software Engineer,0,37945.69
64,Male,PhD,Network Engineer,7,133736.36
35,Male,High School,Content Writer,2,37080.61
46,Female,PhD,Supply Chain Manager,12,121615.2
53,Female,Bachelor's,Content Writer,16,66758.5
51,Female,Bachelor's,Financial Analyst,17,110760.96
40,Female,Bachelor's,Business Analyst,5,75900.93
31,Female,High School,Marketing Manager,12,63321.42
32,Male,High School,Machine Learning Engineer,6,71937.91
47,Female,Bachelor's,Frontend Developer,13,103690.32
56,Female,PhD,DevOps Engineer,12,147295.82
55,Male,Bachelor's,HR Manager,13,97581.41
34,Female,Bachelor's,Frontend Developer,11,77774.35
51,Female,PhD,HR Manager,20,140945.12
37,Male,PhD,Research Scientist,7,127603.19
31,Male,PhD,UX Designer,1,96724.8
46,Female,Bachelor's,Sales Manager,16,99396.51
46,Male,Bachelor's,Business Analyst,18,102136.09
47,Male,Bachelor's,Marketing Manager,18,97865.9
53,Male,Bachelor's,Graphic Designer,20,104258.41
20,Male,High School,Software Engineer,0,59655.28
29,Female,Master's,HR Manager,2,72237.95
35,Male,Bachelor's,DevOps Engineer,4,76520.11
58,Male,PhD,Project Manager,10,124629.56
30,Male,Master's,Marketing Manager,6,99582.55
38,Female,PhD,Customer Service Manager,8,104184.97
39,Male,Master's,Frontend Developer,3,95608.82
58,Female,PhD,Sales Manager,12,131048.9
29,Male,High School,Frontend Developer,7,74430.78
45,Female,Master's,Data Analyst,2,74390.34
30,Female,Bachelor's,Marketing Manager,4,84840.42
42,Male,Bachelor's,DevOps Engineer,9,106011.67
29,Male,PhD,DevOps Engineer,1,129103.89
57,Female,Master's,UX Designer,1,77047.83
25,Female,Bachelor's,Business Analyst,1,52163.48
26,Male,High School,UX Designer,7,56937.65
22,Male,High School,Supply Chain Manager,4,40671.1
52,Female,Bachelor's,Data Scientist,12,101217.19
48,Female,Master's,Data Engineer,10,127239.87
49,Female,PhD,Supply Chain Manager,4,98607.71
59,Female,Master's,Project Manager,12,110649.81
28,Male,High School,Software Engineer,8,83097.16
28,Male,Bachelor's,Sales Manager,1,57011.67
27,Male,Bachelor's,Supply Chain Manager,0,61054.59
